# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/shali/compbio/ensemble_gene_annotation/Homo_sapiens.GRCh38.113.gtf" "-o" "/home/shali/compbio/GSE46056_RNAseq/gene_counts/gene_counts.txt" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827457.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827462.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827467.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827472.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827477.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827482.bam" 
Geneid	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827457.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827462.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827467.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827472.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827477.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827482.bam
ENSG00000157060	3	2	5	7	4	2
ENSG00000237213	0	0	0	0	0	0
ENSG00000213045	0	0	0	0	0	0
ENSG00000230063	0	0	0	0	1	0
ENSG00000235467	0	0	0	0	0	0
ENSG00000123684	2529	2364	2127	2273	2404	2340
ENSG00000225338	100	113	165	151	140	184
ENSG00000224407	0	0	0	0	0	0
ENSG00000232463	0	0	0	0	0	0
ENSG00000225171	9	1	3	6	4	3
ENSG00000235386	0	0	0	0	0	2
ENSG00000213690	0	0	0	0	0	0
ENSG00000229832	2	0	0	3	1	0
ENSG00000237514	1	1	1	0	0	1
ENSG00000287856	0	0	0	0	0	0
ENSG00000203705	790	549	637	881	956	1001
ENSG00000224040	92	90	71	56	44	64
ENSG00000228686	3	2	4	3	1	0
ENSG00000174175	4425	6229	2367	3026	6181	2168
ENSG00000236401	0	0	0	0	0	0
ENSG00000215800	0	0	0	0	0	0
ENSG00000270936	0	0	0	0	0	0
ENSG00000008118	4	0	0	3	19	2
ENSG00000171161	3663	3157	2855	3861	4236	3657
ENSG00000241505	0	0	0	0	0	0
ENSG00000261453	0	0	0	0	0	0
ENSG00000231020	0	0	0	0	0	0
ENSG00000270818	0	0	0	0	0	0
ENSG00000196878	514	457	227	303	594	167
ENSG00000225561	0	0	0	0	0	0
ENSG00000074964	24	15	8	98	157	11
ENSG00000223847	0	0	0	0	0	0
ENSG00000277704	0	0	0	0	0	0
ENSG00000240963	0	0	0	0	0	0
ENSG00000226570	0	0	0	0	0	0
ENSG00000198929	68	75	38	20	27	8
ENSG00000174606	1895	1308	1304	1731	1718	1791
ENSG00000236905	1	0	1	3	5	0
ENSG00000227887	6	4	1	6	2	2
ENSG00000116903	651	469	467	623	602	544
ENSG00000226196	0	0	0	0	0	0
ENSG00000287354	0	0	0	0	0	0
ENSG00000233827	0	0	0	0	0	1
ENSG00000198797	0	0	0	0	0	0
ENSG00000151414	2902	2276	2188	3226	4179	3325
ENSG00000177614	60	119	14	41	103	8
ENSG00000235182	0	0	0	0	0	0
ENSG00000287157	0	0	0	0	0	0
ENSG00000225755	0	0	0	0	0	0
ENSG00000197472	95	80	77	60	28	69
ENSG00000230184	0	0	0	0	0	0
ENSG00000232436	0	0	0	0	0	0
ENSG00000136643	2510	2003	2273	3736	4907	5007
ENSG00000236317	0	0	0	0	1	0
ENSG00000176855	7	2	7	0	4	0
ENSG00000225401	4	6	0	0	0	0
ENSG00000228190	0	0	1	0	0	0
ENSG00000135747	8	5	7	7	9	4
ENSG00000069248	4234	3911	3633	3944	4240	4640
ENSG00000253148	0	0	0	0	0	0
ENSG00000227751	0	0	0	0	0	0
ENSG00000090104	217	177	1822	1208	1970	8559
ENSG00000236468	19	12	12	13	19	14
ENSG00000185220	602	401	394	565	513	532
ENSG00000236101	0	0	0	0	0	0
ENSG00000162769	1173	849	924	930	809	796
ENSG00000278684	0	0	0	0	0	0
ENSG00000236775	0	0	0	0	0	0
ENSG00000042781	0	0	2	0	2	2
ENSG00000228646	0	0	0	0	0	0
ENSG00000233332	0	0	0	0	0	0
ENSG00000231984	0	0	0	0	0	0
ENSG00000277462	292	161	181	212	128	120
ENSG00000035687	3100	2623	2533	2243	2155	2774
ENSG00000180287	0	0	0	0	0	0
ENSG00000226693	0	0	0	0	0	0
ENSG00000231272	0	0	0	0	0	0
ENSG00000223828	2	3	3	1	2	1
ENSG00000226723	39	37	31	28	28	27
ENSG00000272672	0	0	0	0	0	0
ENSG00000235096	1	0	1	0	0	0
ENSG00000007341	447	517	454	447	477	542
ENSG00000143324	4324	3084	3913	3257	3471	3345
ENSG00000225222	2	0	0	0	0	0
ENSG00000198842	22	14	9	15	12	31
ENSG00000286619	29	0	27	16	2	30
ENSG00000198756	82	84	66	99	157	110
ENSG00000227554	1	0	0	0	0	0
ENSG00000178596	1	0	1	0	0	0
ENSG00000054282	786	716	721	945	1024	1025
ENSG00000183780	0	2	0	6	4	3
ENSG00000229663	0	0	1	0	0	0
ENSG00000162702	2570	1915	1799	2595	2535	2564
ENSG00000228530	0	0	0	0	0	0
ENSG00000143194	2	0	0	0	0	1
ENSG00000054267	3498	2392	2801	4499	4618	4312
ENSG00000287921	0	0	0	0	0	0
ENSG00000232166	0	1	0	0	0	3
ENSG00000175137	2430	2011	1701	2651	2549	2254
ENSG00000134245	35	21	25	56	39	17
ENSG00000187889	0	0	0	0	0	0
ENSG00000097046	1586	1167	1090	738	468	492
ENSG00000231378	0	0	0	0	0	0
ENSG00000235605	58	68	74	73	49	80
ENSG00000224857	0	0	1	0	0	0
ENSG00000273367	0	0	0	2	2	0
ENSG00000231605	0	0	0	0	0	0
ENSG00000236358	4	0	2	4	3	1
ENSG00000203737	0	2	2	0	0	0
ENSG00000215873	7	9	4	6	0	7
ENSG00000185420	1804	1684	1810	2061	3099	2646
ENSG00000272175	2	0	0	1	0	2
ENSG00000213070	10	9	4	11	6	12
ENSG00000229747	0	0	0	0	0	0
ENSG00000136636	1479	1680	1337	1478	1683	1695
ENSG00000225486	32	15	10	32	14	9
ENSG00000163874	457	361	369	461	432	517
ENSG00000213068	0	0	1	0	0	1
ENSG00000054392	161	104	185	192	228	252
ENSG00000188739	41	26	38	35	51	36
ENSG00000273198	0	0	0	1	0	0
ENSG00000225719	0	0	0	0	0	0
ENSG00000273483	4	0	6	0	0	2
ENSG00000232809	0	1	0	0	0	0
ENSG00000285981	0	0	0	0	0	0
ENSG00000215796	64	36	52	19	17	25
ENSG00000233047	0	0	0	0	0	0
ENSG00000143341	30	31	93	1137	1800	1293
ENSG00000116703	3	0	2	4	0	1
ENSG00000264341	0	0	0	0	0	0
ENSG00000264101	0	0	0	0	0	0
ENSG00000252404	0	0	0	0	0	0
ENSG00000243267	2	2	0	0	2	0
ENSG00000252151	0	0	0	0	0	0
ENSG00000252969	0	0	0	0	0	0
ENSG00000252956	0	0	0	0	0	0
ENSG00000284357	0	0	0	0	0	0
ENSG00000207237	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0
ENSG00000253005	0	0	0	1	0	1
ENSG00000207941	0	0	0	0	0	0
ENSG00000199963	0	0	0	0	0	0
ENSG00000264698	0	0	0	0	0	0
ENSG00000207328	0	0	0	0	0	0
ENSG00000207466	0	0	0	0	0	0
ENSG00000252368	0	0	0	0	0	0
ENSG00000206779	0	0	0	0	0	0
ENSG00000200796	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0
ENSG00000283724	0	0	0	0	0	0
ENSG00000284410	0	0	0	0	0	0
ENSG00000252018	0	1	0	1	0	0
ENSG00000206627	1	0	0	0	0	0
ENSG00000283414	0	1	0	0	0	0
ENSG00000207508	0	1	0	0	0	0
ENSG00000200171	0	0	0	0	0	0
ENSG00000207194	0	0	0	0	0	0
ENSG00000283477	0	0	0	0	0	0
ENSG00000263675	4	2	0	1	0	3
ENSG00000238653	0	0	0	0	0	0
ENSG00000212624	0	0	0	0	0	0
ENSG00000200575	0	0	0	0	0	0
ENSG00000212360	0	0	0	0	0	0
ENSG00000251825	0	0	0	0	0	0
ENSG00000222624	0	0	0	1	0	0
ENSG00000223152	0	0	0	0	0	0
ENSG00000212308	0	0	0	0	0	0
ENSG00000276081	0	0	0	0	0	0
ENSG00000239640	0	0	0	0	0	0
ENSG00000252338	0	0	0	0	0	0
ENSG00000239319	0	0	0	0	0	0
ENSG00000251767	0	0	0	0	0	0
ENSG00000202263	0	0	0	0	0	0
ENSG00000199318	0	0	0	0	0	0
ENSG00000199666	0	0	0	0	0	0
ENSG00000200601	0	0	0	0	0	0
ENSG00000242482	0	0	0	0	0	0
ENSG00000201620	0	0	0	0	0	0
ENSG00000206817	0	0	0	0	0	0
ENSG00000264963	1	0	0	0	1	0
ENSG00000198974	0	0	0	0	0	0
ENSG00000212248	0	0	0	0	0	0
ENSG00000207962	1	0	0	0	0	0
ENSG00000207234	2	0	0	0	0	0
ENSG00000202259	0	0	0	0	0	0
ENSG00000212459	0	0	0	0	0	0
ENSG00000263526	0	0	0	0	0	0
ENSG00000211575	0	0	0	0	0	0
ENSG00000202254	0	0	0	0	0	0
ENSG00000201491	0	0	0	0	0	0
ENSG00000275455	0	0	0	0	0	0
ENSG00000200800	0	0	0	0	0	0
ENSG00000252530	0	0	0	0	0	0
ENSG00000200536	0	0	0	0	0	0
ENSG00000211543	0	0	0	0	0	0
ENSG00000252797	0	0	0	0	0	0
ENSG00000212266	0	0	0	0	0	0
ENSG00000222209	0	0	0	0	0	0
ENSG00000277141	0	0	0	0	0	0
ENSG00000215930	0	0	0	0	0	0
ENSG00000238761	0	0	0	0	0	0
ENSG00000222069	1	0	2	1	0	0
ENSG00000252005	0	0	0	0	0	0
ENSG00000252510	0	0	0	0	0	0
ENSG00000252830	0	0	0	0	0	0
ENSG00000283296	0	0	0	0	0	0
ENSG00000252717	0	0	0	0	0	0
ENSG00000277313	0	0	0	0	0	0
ENSG00000207472	0	0	0	0	0	0
ENSG00000199849	0	0	0	0	0	0
ENSG00000212538	0	0	0	0	0	0
ENSG00000251813	0	0	0	0	0	0
ENSG00000207108	0	0	0	0	0	0
ENSG00000202491	0	0	0	0	0	0
ENSG00000201596	0	0	0	0	0	0
ENSG00000273629	0	0	0	0	0	0
ENSG00000201493	0	0	0	0	0	0
ENSG00000200139	0	0	0	0	0	0
ENSG00000253025	0	0	0	0	0	0
ENSG00000201544	3	0	2	3	2	2
ENSG00000202498	0	0	0	0	0	0
ENSG00000221545	0	0	0	0	0	0
ENSG00000252906	0	0	0	1	0	0
ENSG00000202329	0	0	0	0	0	0
ENSG00000242794	0	0	0	0	0	0
ENSG00000283340	0	0	0	0	0	0
ENSG00000252860	0	0	0	0	0	0
ENSG00000263390	0	0	0	0	0	0
ENSG00000207181	4	6	4	6	9	1
ENSG00000264377	0	0	0	0	0	0
ENSG00000207149	0	0	0	0	0	0
ENSG00000284485	0	0	0	0	0	0
ENSG00000239494	3	4	0	4	4	4
ENSG00000199442	0	0	0	0	0	0
ENSG00000239690	0	0	0	0	0	0
ENSG00000202184	0	0	0	0	0	0
ENSG00000241395	0	2	0	0	0	0
ENSG00000200982	0	0	0	0	0	0
ENSG00000222407	0	0	0	0	0	1
ENSG00000200495	0	1	0	0	2	0
ENSG00000202609	0	0	0	0	0	0
ENSG00000252553	0	0	0	0	0	0
ENSG00000222240	0	0	0	0	0	0
ENSG00000212187	0	0	0	0	0	0
ENSG00000200036	0	0	0	0	0	0
ENSG00000212610	0	0	0	0	0	0
ENSG00000200327	0	0	0	0	0	0
ENSG00000200972	0	0	0	0	0	0
ENSG00000252011	0	0	0	0	0	0
ENSG00000207326	0	0	0	0	0	1
ENSG00000212205	0	0	0	1	0	0
ENSG00000264358	0	0	1	0	1	0
ENSG00000212527	0	0	0	0	0	0
ENSG00000252879	0	0	0	1	1	0
ENSG00000202264	0	0	0	0	0	0
ENSG00000285609	0	0	0	0	0	0
ENSG00000252084	0	0	0	0	0	0
ENSG00000200085	1	0	0	0	2	0
ENSG00000264500	0	0	0	0	0	0
ENSG00000202025	0	0	0	0	0	0
ENSG00000225545	0	0	0	0	0	0
ENSG00000206990	0	0	0	0	0	0
ENSG00000230175	1	1	0	1	0	0
ENSG00000225272	1	0	0	0	1	0
ENSG00000273365	4	0	2	0	0	0
ENSG00000230659	4	1	1	3	4	2
ENSG00000162545	1	3	0	0	4	3
ENSG00000090432	1559	1382	1427	1492	1782	1908
ENSG00000215520	0	0	1	0	0	1
ENSG00000183114	0	0	0	0	0	2
ENSG00000158825	5	9	0	29	71	4
ENSG00000158828	422	352	345	554	811	660
ENSG00000284005	0	0	0	0	0	0
ENSG00000117242	241	233	207	222	227	243
ENSG00000234473	2	0	0	2	3	0
ENSG00000238754	1	0	0	0	0	0
ENSG00000221680	0	0	0	0	0	0
ENSG00000162630	84	168	18	27	129	8
ENSG00000276735	0	0	0	1	0	0
ENSG00000229639	0	0	0	0	0	0
ENSG00000287453	0	0	0	0	0	0
ENSG00000270615	0	0	0	0	0	0
ENSG00000287283	0	0	0	0	0	0
ENSG00000240692	0	0	0	0	0	0
ENSG00000237919	0	0	0	0	0	0
ENSG00000066557	1641	1393	1156	1055	1168	1120
ENSG00000244389	0	0	0	0	0	0
ENSG00000228988	0	0	0	0	0	0
ENSG00000118454	1356	1219	1045	1272	1345	1227
ENSG00000116761	166	236	148	165	170	120
ENSG00000278636	0	0	0	0	0	0
ENSG00000271992	5	6	6	2	4	1
ENSG00000237033	0	2	0	1	4	1
ENSG00000007968	1259	929	1076	767	514	519
ENSG00000117318	20	14	16	10	40	17
ENSG00000229239	0	0	0	0	0	0
ENSG00000142676	45524	41121	47388	44963	51573	64575
ENSG00000057757	2929	2927	2581	2391	2740	2638
ENSG00000117308	1341	1397	1087	1232	1414	1494
ENSG00000273844	0	0	0	0	0	0
ENSG00000235748	1	4	8	1	2	5
ENSG00000221879	0	0	0	0	0	0
ENSG00000230260	0	0	0	0	0	0
ENSG00000199241	0	0	0	0	0	0
ENSG00000223963	0	0	0	0	0	0
ENSG00000215802	0	0	0	0	0	0
ENSG00000233615	2	4	4	2	3	5
ENSG00000238085	48	55	66	44	68	78
ENSG00000265831	0	0	0	0	0	0
ENSG00000224348	0	0	0	0	0	0
ENSG00000287738	0	0	0	0	0	0
ENSG00000132703	0	0	0	0	0	0
ENSG00000276632	0	0	0	0	0	0
ENSG00000223603	0	0	0	0	0	0
ENSG00000132693	0	0	0	0	0	0
ENSG00000235226	0	0	0	0	0	0
ENSG00000158716	1060	920	927	821	845	905
ENSG00000181036	7	6	0	11	9	2
ENSG00000158714	138	121	19	235	525	109
ENSG00000212161	0	0	0	0	0	0
ENSG00000243284	0	0	0	0	0	1
ENSG00000213085	78	126	55	65	72	73
ENSG00000266458	0	0	0	0	0	0
ENSG00000287040	0	0	0	2	2	0
ENSG00000279430	2	2	4	0	2	1
ENSG00000162723	36	34	50	21	34	28
ENSG00000273933	0	0	0	0	0	0
ENSG00000256029	3	0	0	5	1	0
ENSG00000188004	0	0	0	0	1	2
ENSG00000266580	0	0	0	0	0	0
ENSG00000254545	0	0	0	0	0	0
ENSG00000269967	3	0	0	1	2	0
ENSG00000228634	1	2	1	0	0	2
ENSG00000284702	0	0	0	0	0	0
ENSG00000221040	0	0	0	0	0	0
ENSG00000163399	8220	7804	6596	5926	6752	6537
ENSG00000212385	0	0	0	0	0	0
ENSG00000200547	0	0	0	0	0	0
ENSG00000224950	28	10	21	38	11	11
ENSG00000177888	448	308	391	300	280	275
ENSG00000243364	145	141	85	164	175	211
ENSG00000251246	0	0	0	0	0	0
ENSG00000143590	70	49	69	98	74	85
ENSG00000202027	0	0	0	0	0	0
ENSG00000169242	24	24	17	20	33	33
ENSG00000169241	2212	2317	2056	2551	2840	2919
ENSG00000223452	3	1	1	1	0	2
ENSG00000163463	182	86	116	111	102	106
ENSG00000273088	0	0	0	0	0	0
ENSG00000284586	0	0	0	0	0	0
ENSG00000169231	189	142	178	252	214	186
ENSG00000177628	1859	1962	1571	1605	2181	1729
ENSG00000143630	168	86	136	142	136	147
ENSG00000143627	997	1020	564	398	217	268
ENSG00000253074	0	0	0	0	0	0
ENSG00000252116	0	0	0	0	0	0
ENSG00000228523	1	1	1	3	8	4
ENSG00000223263	0	1	1	1	0	0
ENSG00000207504	0	0	0	0	0	0
ENSG00000238139	2	0	0	0	0	0
ENSG00000197721	97	96	41	71	59	46
ENSG00000244703	0	1	0	1	0	1
ENSG00000226289	0	0	0	0	0	0
ENSG00000285239	5	2	1	3	4	0
ENSG00000234219	0	0	0	0	0	0
ENSG00000174059	1717	1879	3355	2200	1917	4342
ENSG00000158731	0	0	0	0	0	0
ENSG00000201746	0	0	0	0	5	2
ENSG00000264881	0	0	0	0	0	0
ENSG00000199562	0	0	0	0	0	0
ENSG00000264501	0	0	0	0	0	0
ENSG00000284735	0	0	1	2	1	0
ENSG00000284642	4	0	15	8	8	9
ENSG00000142657	17035	15457	13692	18578	23148	19929
ENSG00000271989	3	3	0	1	0	3
ENSG00000251503	1	0	0	2	0	0
ENSG00000175279	130	108	90	51	50	53
ENSG00000160049	2749	2143	2522	2482	2518	2750
ENSG00000203469	0	0	0	0	0	0
ENSG00000236035	6	4	14	15	8	11
ENSG00000221643	1	2	0	0	0	0
ENSG00000227417	0	0	0	0	2	0
ENSG00000223505	2	2	3	0	3	1
ENSG00000182004	4077	3810	3556	2544	2511	3128
ENSG00000236430	0	0	0	0	0	0
ENSG00000130768	217	247	259	76	94	179
ENSG00000227050	0	2	0	0	0	0
ENSG00000238231	1	2	0	2	0	0
ENSG00000240750	4	0	1	1	2	1
ENSG00000158156	798	784	797	761	846	1013
ENSG00000182118	558	623	359	438	818	473
ENSG00000283799	0	0	0	0	0	0
ENSG00000227934	13	26	17	25	37	18
ENSG00000229595	1	5	0	0	0	2
ENSG00000143633	871	783	737	685	825	850
ENSG00000281912	31	12	16	13	13	21
ENSG00000288208	0	0	0	0	0	0
ENSG00000132773	1074	1103	843	625	594	856
ENSG00000070759	366	335	281	376	518	442
ENSG00000236872	1	0	1	2	1	1
ENSG00000280670	130	151	159	100	134	145
ENSG00000132763	420	335	321	268	224	231
ENSG00000226164	0	0	0	0	0	0
ENSG00000224014	1	0	2	0	0	0
ENSG00000215795	11	4	6	7	3	6
ENSG00000259865	119	68	107	107	68	66
ENSG00000283881	0	0	0	0	0	0
ENSG00000252516	6	2	6	3	5	2
ENSG00000214144	17	9	9	16	8	10
ENSG00000235818	0	0	0	0	0	0
ENSG00000202079	2	3	3	3	3	4
ENSG00000169224	18126	14327	16364	18653	23908	23045
ENSG00000177489	0	0	0	1	0	0
ENSG00000177476	0	0	0	0	0	0
ENSG00000283369	1	0	0	0	0	0
ENSG00000230411	4	0	0	2	0	0
ENSG00000251977	0	0	0	0	0	0
ENSG00000252254	0	0	0	0	0	0
ENSG00000227854	1	1	2	6	3	5
ENSG00000215805	1	4	1	0	1	2
ENSG00000228818	51	55	37	30	46	50
ENSG00000202041	0	0	0	0	0	0
ENSG00000223694	2	0	0	3	0	0
ENSG00000233735	0	0	0	0	0	0
ENSG00000133019	115	77	59	148	130	184
ENSG00000162636	3569	2634	1954	3077	3790	2261
ENSG00000162639	745	660	767	777	799	1327
ENSG00000134186	3754	2720	3212	3138	2880	3254
ENSG00000143107	0	0	0	4	0	2
ENSG00000232971	0	0	0	0	0	0
ENSG00000116266	3477	2901	3605	4437	5044	5712
ENSG00000228076	3	0	2	0	0	3
ENSG00000237349	0	0	1	0	0	0
ENSG00000244716	1529	1381	1483	1474	1558	2275
ENSG00000228665	5	8	6	4	12	11
ENSG00000228054	0	1	0	0	0	0
ENSG00000273382	75	35	35	51	68	81
ENSG00000215717	2444	1988	2567	2787	3564	3800
ENSG00000278249	0	0	0	0	0	0
ENSG00000251484	5	1	2	3	2	3
ENSG00000132676	4911	4657	4826	4214	5095	5769
ENSG00000227673	0	0	0	0	0	0
ENSG00000234937	0	0	0	0	0	0
ENSG00000132718	2883	2500	2745	3252	4332	4069
ENSG00000283442	1	0	0	2	0	0
ENSG00000132680	1660	1252	1361	1388	1403	1519
ENSG00000207475	0	0	2	0	0	4
ENSG00000280466	0	0	0	0	0	0
ENSG00000281394	0	0	0	0	0	0
ENSG00000277817	0	0	0	1	0	0
ENSG00000224276	0	0	0	0	0	0
ENSG00000163479	7487	7080	7035	7849	9801	10224
ENSG00000160803	4111	3549	4010	1846	1837	2260
ENSG00000132698	2	0	7	2	4	2
ENSG00000252236	0	0	0	0	0	0
ENSG00000260238	0	0	0	0	0	0
ENSG00000242252	3	1	5	1	0	3
ENSG00000198952	5839	4994	5647	4405	4702	5433
ENSG00000163472	149	104	125	200	136	148
ENSG00000163468	18228	17719	14901	12048	13374	14703
ENSG00000132677	0	1	0	0	0	0
ENSG00000207933	0	0	0	0	0	0
ENSG00000254726	777	633	406	527	387	396
ENSG00000186377	2	2	0	1	2	0
ENSG00000186160	0	0	0	0	2	0
ENSG00000225154	0	5	0	1	0	1
ENSG00000225514	0	0	0	0	0	0
ENSG00000162366	40	24	62	51	35	36
ENSG00000226252	143	66	95	154	91	61
ENSG00000186790	3	2	2	0	0	0
ENSG00000237424	21	20	13	15	18	17
ENSG00000189030	0	0	0	0	0	0
ENSG00000162763	0	0	0	0	0	0
ENSG00000143061	725	1145	733	1008	1876	1167
ENSG00000203740	0	0	0	0	0	0
ENSG00000162374	12	18	4	6	8	8
ENSG00000168275	411	449	327	392	665	519
ENSG00000241563	3	0	4	0	0	0
ENSG00000153207	3871	3056	2453	2677	2739	2682
ENSG00000156869	2303	1768	1913	4932	4619	3545
ENSG00000033122	39	30	24	47	28	18
ENSG00000143278	2	0	0	0	0	0
ENSG00000116678	1994	1721	864	1388	1780	1045
ENSG00000159352	6937	6590	6589	6370	7290	7948
ENSG00000158710	43214	44907	36793	23117	23543	25944
ENSG00000049239	2441	1822	2150	1882	2005	2165
ENSG00000186564	20	10	22	15	16	8
ENSG00000244038	16941	15190	14256	13418	15768	14829
ENSG00000116690	6	2	1	0	3	1
ENSG00000126091	166	135	114	122	144	117
ENSG00000171163	738	412	575	370	298	314
ENSG00000172456	202	296	262	352	552	587
ENSG00000158786	0	0	0	0	0	0
ENSG00000118733	0	0	2	2	2	2
ENSG00000157870	1305	1315	1026	1295	1728	1209
ENSG00000179085	517	451	434	446	556	550
ENSG00000173080	2	6	4	3	6	2
ENSG00000276470	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0
ENSG00000275915	0	0	0	0	0	0
ENSG00000120937	0	0	0	0	0	0
ENSG00000224904	0	0	3	0	0	0
ENSG00000199347	0	0	0	0	0	0
ENSG00000201801	0	0	0	0	0	0
ENSG00000083444	3319	3187	2492	3370	4535	3500
ENSG00000287384	0	0	0	0	0	0
ENSG00000270914	0	0	0	0	0	0
ENSG00000116691	1205	1011	1155	1224	1288	1261
ENSG00000202461	2	0	0	0	0	2
ENSG00000276869	1	0	2	0	1	0
ENSG00000243539	0	0	0	0	0	0
ENSG00000120949	139	118	62	110	70	51
ENSG00000201135	0	0	0	0	0	0
ENSG00000227875	0	0	1	0	0	1
ENSG00000285604	0	0	0	0	0	0
ENSG00000283789	0	0	0	0	0	0
ENSG00000263676	0	0	0	0	0	0
ENSG00000200591	0	0	0	0	0	0
ENSG00000162521	11581	9793	9867	7310	6767	8383
ENSG00000162520	8	18	5	19	32	18
ENSG00000162522	3142	2250	2770	3180	3841	3149
ENSG00000116497	2015	1619	1728	2489	2307	2883
ENSG00000121905	2	0	3	11	2	7
ENSG00000121900	10	8	10	19	13	9
ENSG00000278966	6	0	2	8	0	2
ENSG00000143222	3373	3337	3649	3600	4319	4887
ENSG00000143224	773	805	611	641	574	631
ENSG00000158850	1887	1578	1794	1646	1894	1940
ENSG00000158859	9	1	4	8	3	1
ENSG00000158869	3250	4153	1870	2479	4662	1982
ENSG00000158882	1231	1139	1049	841	896	936
ENSG00000284035	0	0	1	0	0	0
ENSG00000143257	14	13	22	18	18	13
ENSG00000248485	10	16	1	3	4	8
ENSG00000188931	112	106	95	123	86	133
ENSG00000236484	7	0	3	1	1	4
ENSG00000288093	10	14	20	15	25	17
ENSG00000206921	0	0	0	0	0	0
ENSG00000215840	19	19	33	19	17	21
ENSG00000277882	0	0	0	0	1	0
ENSG00000283317	5	0	0	2	7	3
ENSG00000277762	0	0	0	0	0	0
ENSG00000227139	0	0	0	0	0	0
ENSG00000265107	105	120	29	4	4	0
ENSG00000234190	0	0	0	0	0	0
ENSG00000223728	0	0	0	0	0	0
ENSG00000121634	0	0	0	0	0	0
ENSG00000188092	156	148	96	84	103	110
ENSG00000273059	0	0	2	1	0	0
ENSG00000206791	0	0	0	0	0	0
ENSG00000206585	0	0	1	0	0	0
ENSG00000198658	121	118	97	110	113	103
ENSG00000238382	0	0	0	0	0	0
ENSG00000207190	0	0	0	0	0	0
ENSG00000200508	0	0	0	0	0	0
ENSG00000116688	7195	6179	5975	7551	8508	8347
ENSG00000188800	0	0	0	0	1	1
ENSG00000084073	3134	2961	2752	2106	2394	2412
ENSG00000231296	1	0	0	0	0	0
ENSG00000049089	677	469	1052	849	898	1044
ENSG00000227311	10	6	9	6	6	1
ENSG00000213172	0	1	0	0	0	0
ENSG00000284677	0	0	2	1	0	0
ENSG00000187801	89	84	82	60	93	107
ENSG00000260920	91	78	36	68	52	66
ENSG00000255054	0	0	0	0	0	0
ENSG00000117640	1777	1605	1832	2476	3007	2815
ENSG00000127423	854	848	535	364	273	265
ENSG00000182749	868	638	662	1050	1189	1071
ENSG00000207302	0	0	0	0	0	0
ENSG00000229786	1	0	3	0	0	2
ENSG00000223624	1	0	2	1	0	1
ENSG00000283938	0	0	0	0	0	0
ENSG00000199385	0	0	0	0	0	0
ENSG00000263381	0	0	0	0	0	0
ENSG00000126106	292	275	261	284	380	312
ENSG00000198520	690	502	556	639	644	626
ENSG00000199377	0	0	0	0	1	0
ENSG00000200169	0	0	1	0	1	2
ENSG00000142945	4586	4409	3565	1191	859	912
ENSG00000142937	50105	44525	49411	47554	54205	64229
ENSG00000264294	0	0	0	0	0	0
ENSG00000200913	6	16	6	4	3	4
ENSG00000202031	4	5	12	4	3	4
ENSG00000207421	0	0	0	0	0	0
ENSG00000281859	0	0	0	0	0	0
ENSG00000234093	33	28	24	30	38	58
ENSG00000202444	0	0	0	0	0	0
ENSG00000226499	5	6	4	4	3	6
ENSG00000070785	1379	1263	962	719	631	785
ENSG00000253039	0	0	0	0	0	0
ENSG00000229815	0	0	0	0	1	0
ENSG00000232369	6	6	11	2	2	2
ENSG00000268949	0	0	0	0	0	0
ENSG00000126107	1580	1340	1197	2185	2732	2140
ENSG00000126088	5543	6494	3784	4477	4697	3849
ENSG00000234315	10	5	0	5	3	3
ENSG00000162408	1020	779	712	730	776	584
ENSG00000229519	28	29	44	32	33	37
ENSG00000173662	0	0	0	2	8	0
ENSG00000204859	1606	1101	1593	1925	1957	2065
ENSG00000230735	0	2	0	1	1	1
ENSG00000171488	1132	956	705	1048	1117	1126
ENSG00000226394	0	0	0	0	0	0
ENSG00000237200	6	7	2	3	3	1
ENSG00000070886	0	2	0	0	2	0
ENSG00000276835	0	0	0	0	0	0
ENSG00000265422	0	0	0	0	0	0
ENSG00000223776	12	10	6	12	17	2
ENSG00000273058	11	23	5	12	13	21
ENSG00000230325	10	6	7	8	8	5
ENSG00000119285	6110	5000	3940	3638	3830	3889
ENSG00000226498	2	1	1	4	3	8
ENSG00000237991	117	113	132	79	107	141
ENSG00000244020	0	0	0	0	0	0
ENSG00000288099	0	0	0	0	0	0
ENSG00000225886	4	1	7	3	2	1
ENSG00000206767	0	0	0	0	0	0
